pl_name,pl_letter,k2_name,epic_hostname,epic_candname,hostname,hd_name,hip_name,tic_id,gaia_id,default_flag,k2_campaigns,k2_campaigns_num,pl_refname,sy_refname,disposition,disp_refname,disc_pubdate,disc_year,discoverymethod,disc_locale,disc_facility,disc_instrument,disc_telescope,disc_refname,ra,rastr,dec,decstr,glon,glat,elon,elat,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbperstr,pl_orblpererr1,pl_orblper,pl_orblpererr2,pl_orblperlim,pl_orblperstr,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbsmaxstr,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_orbinclstr,pl_orbtper,pl_orbtpererr1,pl_orbtpererr2,pl_orbtperlim,pl_orbtperstr,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbeccenstr,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_eqtstr,pl_occdep,pl_occdeperr1,pl_occdeperr2,pl_occdeplim,pl_occdepstr,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_insolstr,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_densstr,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandepstr,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_tranmidstr,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_trandurstr,sy_kmagstr,sy_umag,sy_umagerr1,sy_umagerr2,sy_umagstr,sy_rmag,sy_rmagerr1,sy_rmagerr2,sy_rmagstr,sy_imag,sy_imagerr1,sy_imagerr2,sy_imagstr,sy_zmag,sy_zmagerr1,sy_zmagerr2,sy_zmagstr,sy_w1mag,sy_w1magerr1,sy_w1magerr2,sy_w1magstr,sy_w2mag,sy_w2magerr1,sy_w2magerr2,sy_w2magstr,sy_w3mag,sy_w3magerr1,sy_w3magerr2,sy_w3magstr,sy_w4mag,sy_w4magerr1,sy_w4magerr2,sy_w4magstr,sy_gmag,sy_gmagerr1,sy_gmagerr2,sy_gmagstr,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,sy_gaiamagstr,sy_tmag,sy_tmagerr1,sy_tmagerr2,sy_tmagstr,pl_controv_flag,pl_tsystemref,st_metratio,st_spectype,sy_kepmag,sy_kepmagerr1,sy_kepmagerr2,sy_kepmagstr,st_rotp,st_rotperr1,st_rotperr2,st_rotplim,st_rotpstr,pl_projobliq,pl_projobliqerr1,pl_projobliqerr2,pl_projobliqlim,pl_projobliqstr,x,y,z,htm20,pl_rvamp,pl_rvamperr1,pl_rvamperr2,pl_rvamplim,pl_rvampstr,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_radjstr,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radestr,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_ratrorstr,pl_ratdor,pl_trueobliq,pl_trueobliqerr1,pl_trueobliqerr2,pl_trueobliqlim,pl_trueobliqstr,sy_icmag,sy_icmagerr1,sy_icmagerr2,sy_icmagstr,rowupdate,pl_pubdate,st_refname,releasedate,dkin_flag,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratdorstr,pl_imppar,pl_impparerr1,pl_impparerr2,pl_impparlim,pl_impparstr,pl_cmassj,pl_cmassjerr1,pl_cmassjerr2,pl_cmassjlim,pl_cmassjstr,pl_cmasse,pl_cmasseerr1,pl_cmasseerr2,pl_cmasselim,pl_cmassestr,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_massjstr,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_massestr,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassjstr,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassestr,pl_bmassprov,pl_msinij,pl_msinijerr1,pl_msinijerr2,pl_msinijlim,pl_msinijstr,pl_msinie,pl_msinieerr1,pl_msinieerr2,pl_msinielim,pl_msiniestr,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_teffstr,st_met,st_meterr1,st_meterr2,st_metlim,st_metstr,st_radv,st_radverr1,st_radverr2,st_radvlim,st_radvstr,st_vsin,st_vsinerr1,st_vsinerr2,st_vsinlim,st_vsinstr,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_lumstr,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_loggstr,st_age,st_ageerr1,st_ageerr2,st_agelim,st_agestr,st_mass,st_masserr1,st_masserr2,st_masslim,st_massstr,st_dens,st_denserr1,st_denserr2,st_denslim,st_densstr,st_rad,st_raderr1,st_raderr2,st_radlim,st_radstr,ttv_flag,ptv_flag,tran_flag,rv_flag,ast_flag,obm_flag,micro_flag,etv_flag,ima_flag,pul_flag,soltype,sy_snum,sy_pnum,sy_mnum,cb_flag,st_nphot,st_nrvc,st_nspec,pl_nespec,pl_ntranspec,pl_ndispec,pl_nnotes,sy_pm,sy_pmerr1,sy_pmerr2,sy_pmstr,sy_pmra,sy_pmraerr1,sy_pmraerr2,sy_pmrastr,sy_pmdec,sy_pmdecerr1,sy_pmdecerr2,sy_pmdecstr,sy_plx,sy_plxerr1,sy_plxerr2,sy_plxstr,sy_dist,sy_disterr1,sy_disterr2,sy_diststr,sy_bmag,sy_bmagerr1,sy_bmagerr2,sy_bmagstr,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_vmagstr,sy_jmag,sy_jmagerr1,sy_jmagerr2,sy_jmagstr,sy_hmag,sy_hmagerr1,sy_hmagerr2,sy_hmagstr,sy_kmag,sy_kmagerr1,sy_kmagerr2
K2-34 b,b,K2-34 b,EPIC 212110888,EPIC 212110888.01,K2-34,,,TIC 178217113,Gaia DR2 665757593450097920,0,"5, 16, 18",3.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,CONFIRMED,Hirano et al. 2016,2016-07,2016,Transit,Space,K2,Kepler CCD Array,0.95 m Kepler Telescope,<a refstr=HIRANO_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...825...53H/abstract target=ref>Hirano et al. 2016</a>,127.5787231,08h30m18.89s,22.2359194,+22d14m09.31s,202.13873,31.13427,124.42388,3.17545,2.99561,1.7e-05,-1.7e-05,0.0,2.995610&plusmn;0.000017,,,,,,,,,,,82.06,0.51,-0.51,0.0,82.06&plusmn;0.51,,,,,,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.82,0.031,-0.031,0.0,0.820&plusmn;0.031,,,,,,,,,,,10.193&plusmn;0.017,15.2228,0.0102352,-0.0102352,15.2228000&plusmn;0.0102352,11.477,0.0004725,-0.0004725,11.4770000&plusmn;0.0004725,11.386,0.001174,-0.001174,11.386000&plusmn;0.001174,13.974,0.0178826,-0.0178826,13.9740000&plusmn;0.0178826,10.174,0.023,-0.023,10.174&plusmn;0.023,10.207,0.02,-0.02,10.207&plusmn;0.020,10.159,0.069,-0.069,10.159&plusmn;0.069,8.342,,,8.342,12.0134,0.0006469,-0.0006469,12.0134000&plusmn;0.0006469,11.4357,0.00091,-0.00091,11.43570&plusmn;0.00091,11.0514,0.0061,-0.0061,11.0514&plusmn;0.0061,0,,[Fe/H],,11.441,,,11.441,,,,,,,,,,,-0.5644984446274448,0.7335795375708865,0.3784211517218349,1670403872,209.0,12.0,-12.0,0.0,209.0&plusmn;12.0,1.07,0.22,-0.22,0.0,1.07&plusmn;0.22,11.99363,2.46598,-2.46598,0.0,12.0&plusmn;2.5,,,,,,6.2,,,,,,,,,,2018-10-24,2017-03,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,2018-04-26,0,0.25,-0.25,0.0,6.20&plusmn;0.25,,,,,,,,,,,,,,,,1.11,0.47,-0.47,0.0,1.11&plusmn;0.47,352.7913,149.3801,-149.3801,0.0,353&plusmn;149,1.11,0.47,-0.47,0.0,1.11&plusmn;0.47,352.7913,149.3801,-149.3801,0.0,353&plusmn;149,Mass,,,,,,,,,,,6132.0,47.0,-47.0,0.0,6132&plusmn;47,0.24,,,0.0,0.24,,,,,,,,,,,,,,,,4.17,0.03,-0.03,0.0,4.17&plusmn;0.03,,,,,,0.64,0.41,-0.41,0.0,0.640&plusmn;0.410,0.5,0.06,-0.06,0.0,0.50&plusmn;0.06,1.22,0.25,-0.25,0.0,1.22&plusmn;0.25,0,0,1,1,0,0,0,0,0,0,Published Confirmed,1,1,0,0,0,0,0,0,0,0,0,14.2341494,0.0770013,-0.0770013,14.2341494&plusmn;0.0770013,-14.1957,0.0771209,-0.0771209,-14.1957000&plusmn;0.0771209,1.04552,0.0503103,-0.0503103,1.0455200&plusmn;0.0503103,2.84026,0.050725,-0.050725,2.840260&plusmn;0.050725,348.646,6.323,-6.106,"<div><span class=supersubNumber"">348.646</span><span class=""superscript"">+6.323</span><span class=""subscript"">-6.106</span></div>""",12.019,0.247,-0.247,12.019&plusmn;0.247,11.447,0.017,-0.017,11.447&plusmn;0.017,10.528,0.025,-0.025,10.528&plusmn;0.025,10.258,0.022,-0.022,10.258&plusmn;0.022,10.193,0.017,-0.017
GJ 9827 b,b,K2-135 b,EPIC 246389858,,GJ 9827,,HIP 115752,TIC 301289516,Gaia DR2 2643842302456085888,1,12,1.0,<a refstr=PASSEGGER_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240106276P/abstract target=ref>Passegger et al. 2024</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,CONFIRMED,Niraula et al. 2017,2017-12,2017,Transit,Space,K2,Kepler CCD Array,0.95 m Kepler Telescope,<a refstr=NIRAULA_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..266N/abstract target=ref>Niraula et al. 2017</a>,351.7717763,23h27m05.23s,-1.2853435,-01d17m07.24s,81.34803,-57.18299,351.93155,2.08221,1.208974,1e-06,-1e-06,0.0,1.208974&plusmn;0.000001,,,,,,0.0189,0.0004,-0.0004,0.0,0.0189&plusmn;0.0004,87.6,1.31,-1.27,0.0,"<div><span class=supersubNumber"">87.60</span><span class=""superscript"">+1.31</span><span class=""subscript"">-1.27</span></div>""",2457738.8259,0.0005,-0.0005,0.0,2457738.8259&plusmn;0.0005,,,,,,1035.01,29.07,-29.07,0.0,1035.01&plusmn;29.07,,,,,,,,,,,7.858,1.467,-1.467,0.0,7.858&plusmn;1.467,,,,,,2457738.8259,0.0005,-0.0005,0.0,2457738.8259&plusmn;0.0005,,,,,,7.193&plusmn;0.024,14.7056,0.0059104,-0.0059104,14.7056000&plusmn;0.0059104,9.90257,0.0003783,-0.0003783,9.9025700&plusmn;0.0003783,13.172,0.0087852,-0.0087852,13.1720000&plusmn;0.0087852,9.85039,0.0012146,-0.0012146,9.8503900&plusmn;0.0012146,,,,,,,,,,,,,,,,,11.1637,0.0005387,-0.0005387,11.1637000&plusmn;0.0005387,9.83773,0.000411,-0.000411,9.837730&plusmn;0.000411,9.0684,0.006,-0.006,9.0684&plusmn;0.0060,0,BJD,[Fe/H],K7 V,10.277,,,10.277,28.16,3.38,-2.66,0.0,"<div><span class=supersubNumber"">28.16</span><span class=""superscript"">+3.38</span><span class=""subscript"">-2.66</span></div>""",,,,,,0.9894568226530642,-0.1430804657310025,-0.0224315944930818,-676985054,3.53,0.22,-0.22,0.0,3.53&plusmn;0.22,0.12846842,0.00802928,-0.00624499,0.0,"<div><span class=supersubNumber"">0.128</span><span class=""superscript"">+0.008</span><span class=""subscript"">-0.006</span></div>""",1.44,0.09,-0.07,0.0,"<div><span class=supersubNumber"">1.44</span><span class=""superscript"">+0.09</span><span class=""subscript"">-0.07</span></div>""",,,,,,,,,,,,,,,,2025-01-09,2024-01,<a refstr=PASSEGGER_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240106276P/abstract target=ref>Passegger et al. 2024</a>,2025-01-09,0,,,,,0.3,0.14,-0.16,0.0,"<div><span class=supersubNumber"">0.30</span><span class=""superscript"">+0.14</span><span class=""subscript"">-0.16</span></div>""",,,,,,,,,,,0.01346639,0.00110122,-0.0010383,0.0,"<div><span class=supersubNumber"">0.0135</span><span class=""superscript"">+0.0011</span><span class=""subscript"">-0.0010</span></div>""",4.28,0.35,-0.33,0.0,"<div><span class=supersubNumber"">4.28</span><span class=""superscript"">+0.35</span><span class=""subscript"">-0.33</span></div>""",0.01346639,0.00110122,-0.0010383,0.0,"<div><span class=supersubNumber"">0.0135</span><span class=""superscript"">+0.0011</span><span class=""subscript"">-0.0010</span></div>""",4.28,0.35,-0.33,0.0,"<div><span class=supersubNumber"">4.28</span><span class=""superscript"">+0.35</span><span class=""subscript"">-0.33</span></div>""",Mass,,,,,,,,,,,4236.0,12.0,-12.0,0.0,4236&plusmn;12,-0.29,0.03,-0.03,0.0,-0.29&plusmn;0.03,,,,,,1.75,,,1.0,&lt;1.75,,,,,,4.719,0.013,-0.013,0.0,4.719&plusmn;0.013,5.465,4.058,-4.058,0.0,5.465&plusmn;4.058,0.62,0.04,-0.04,0.0,0.62&plusmn;0.04,,,,,,0.58,0.03,-0.03,0.0,0.58&plusmn;0.03,0,0,1,1,0,0,0,0,0,0,Published Confirmed,1,3,0,0,1,0,0,0,0,0,2,433.6784124,0.089114,-0.089114,433.6784124&plusmn;0.0891140,376.019,0.0944988,-0.0944988,376.0190000&plusmn;0.0944988,216.071,0.0703346,-0.0703346,216.0710000&plusmn;0.0703346,33.6855,0.0611343,-0.0611343,33.6855000&plusmn;0.0611343,29.661,0.0543,-0.0541,"<div><span class=supersubNumber"">29.6610</span><span class=""superscript"">+0.0543</span><span class=""subscript"">-0.0541</span></div>""",11.588,0.034,-0.034,11.588&plusmn;0.034,10.37,0.03,-0.03,10.37&plusmn;0.03,7.984,0.02,-0.02,7.984&plusmn;0.020,7.379,0.042,-0.042,7.379&plusmn;0.042,7.193,0.024,-0.024
EPIC 220573228.01,,,EPIC 220573228,EPIC 220573228.01,EPIC 220573228,,,TIC 380884709,Gaia DR2 2578088582242020480,1,8,1.0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,CANDIDATE,Kruse et al. 2019,2019-09,2019,Transit,Space,K2,Kepler CCD Array,0.95 m Kepler Telescope,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,16.2769235,01h05m06.46s,8.4445808,+08d26m40.49s,128.72751,-54.27327,18.22854,1.40127,57.10412,0.00054,-0.00053,0.0,"<div><span class=supersubNumber"">57.10412</span> <span class=""superscript"">+0.00054</span><span class=""subscript"">-0.00053</span> </div>""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3222,0.0026,-0.0026,0.0,0.3222&plusmn;0.0026,2457409.8428,0.00038,-0.00038,0.0,2457409.8428&plusmn;0.00038,5.1696,0.0648,-0.084,0.0,"<div><span class=supersubNumber"">5.16960</span><span class=""superscript"">+0.06480</span><span class=""subscript"">-0.08400</span></div>""",9.726&plusmn;0.021,14.1033,0.0041107,-0.0041107,14.1033000&plusmn;0.0041107,11.2884,0.000955,-0.000955,11.288400&plusmn;0.000955,11.084,0.0007188,-0.0007188,11.0840000&plusmn;0.0007188,12.414,0.0046903,-0.0046903,12.4140000&plusmn;0.0046903,9.704001,0.023,-0.023,9.704001&plusmn;0.023000,9.738,0.02,-0.02,9.738&plusmn;0.020,9.697,0.048,-0.048,9.697&plusmn;0.048,8.851,0.457,-0.457,8.851&plusmn;0.457,11.7628,0.0008187,-0.0008187,11.7628000&plusmn;0.0008187,11.153,0.001923,-0.001923,11.153000&plusmn;0.001923,10.7052,0.0067,-0.0067,10.7052&plusmn;0.0067,0,BJD,,,11.057,,,11.057,,,,,,,,,,,0.9495111761627788,0.2772414205391225,0.1468527190059001,1889013571,,,,,,0.5,0.015,-0.028,0.0,"<div><span class=supersubNumber"">0.500</span> <span class=""superscript"">+0.015</span><span class=""subscript"">-0.028</span></div>""",5.61,0.17,-0.31,0.0,"<div><span class=supersubNumber"">5.61</span> <span class=""superscript"">+0.17</span><span class=""subscript"">-0.31</span> </div>""",0.0529,0.0013,-0.0028,0.0,"<div><span class=supersubNumber"">0.0529</span> <span class=""superscript"">+0.0013</span><span class=""subscript"">-0.0028</span> </div>""",82.6,,,,,,,,,,2019-09-05,2019-09,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,2019-09-05,0,11.8,-6.2,0.0,"<div><span class=supersubNumber"">82.6</span> <span class=""superscript"">+11.8</span><span class=""subscript"">-6.2</span> </div>""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.971,0.016,-0.016,0.0,0.971&plusmn;0.016,0,0,1,0,0,0,0,0,0,0,Published Candidate,1,0,0,0,0,0,0,0,0,0,0,31.2634895,0.1025566,-0.1025566,31.2634895&plusmn;0.1025566,-12.8657,0.106039,-0.106039,-12.865700&plusmn;0.106039,-28.4935,0.101832,-0.101832,-28.493500&plusmn;0.101832,5.36974,0.067605,-0.067605,5.369740&plusmn;0.067605,185.272,2.367,-2.31,"<div><span class=supersubNumber"">185.272</span><span class=""superscript"">+2.367</span><span class=""subscript"">-2.310</span></div>""",11.958,0.276,-0.276,11.958&plusmn;0.276,11.192,0.02,-0.02,11.192&plusmn;0.020,10.088,0.021,-0.021,10.088&plusmn;0.021,9.8,0.022,-0.022,9.800&plusmn;0.022,9.726,0.021,-0.021
K2-32 b,b,K2-32 b,EPIC 205071984,EPIC 205071984.01,K2-32,,,TIC 437444661,Gaia DR2 4130539180358512768,0,2,1.0,<a refstr=SINUKOFF_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...827...78S/abstract target=ref>Sinukoff et al. 2016</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,CONFIRMED,Dai et al. 2016,2016-06,2016,Transit,Space,K2,Kepler CCD Array,0.95 m Kepler Telescope,<a refstr=DAI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...823..115D/abstract target=ref>Dai et al. 2016</a>,252.426008,16h49m42.24s,-19.5430504,-19d32m34.98s,0.54581,15.80164,253.44293,2.89203,8.99218,0.0002,-0.0002,0.0,8.99218&plusmn;0.00020,,,,,,0.0808,0.0013,-0.0013,0.0,0.0808&plusmn;0.0013,89.0,0.69,-0.9,0.0,"<div><span class=supersubNumber"">89.00</span><span class=""superscript"">+0.69</span><span class=""subscript"">-0.90</span></div>""",,,,,,,,,,,769.0,25.0,-25.0,0.0,769&plusmn;25,,,,,,82.9,10.6,-10.6,0.0,82.9&plusmn;10.6,,,,,,,,,,,2456900.9258,0.0009,-0.0009,0.0,2456900.9258&plusmn;0.0009,3.693,0.193,-0.105,0.0,"<div><span class=supersubNumber"">3.693</span><span class=""superscript"">+0.193</span><span class=""subscript"">-0.105</span></div>""",9.821&plusmn;0.019,,,,,,,,,,,,,,,,,9.754,0.022,-0.022,9.754&plusmn;0.022,9.787,0.02,-0.02,9.787&plusmn;0.020,9.887,0.057,-0.057,9.887&plusmn;0.057,8.412,,,8.412,,,,,12.0036,0.000259,-0.000259,12.003600&plusmn;0.000259,11.3692,0.006,-0.006,11.3692&plusmn;0.0060,0,BJD-TDB,[Fe/H],G9 V,12.005,,,12.005,,,,,,,,,,,-0.2845427056917899,-0.898406999954311,-0.334515038631584,1677871432,,,,,,0.47997145,0.03122491,-0.03122491,0.0,0.480&plusmn;0.031,5.38,0.35,-0.35,0.0,5.38&plusmn;0.35,0.05635,0.00243,-0.00111,0.0,"<div><span class=supersubNumber"">0.05635</span><span class=""superscript"">+0.00243</span><span class=""subscript"">-0.00111</span></div>""",19.0,,,,,,,,,,2019-06-03,2016-08,<a refstr=SINUKOFF_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...827...78S/abstract target=ref>Sinukoff et al. 2016</a>,2016-07-07,0,1.1,-2.5,0.0,"<div><span class=supersubNumber"">19.0</span><span class=""superscript"">+1.1</span><span class=""subscript"">-2.5</span></div>""",0.33,0.22,-0.22,0.0,0.33&plusmn;0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5315.0,60.0,-60.0,0.0,5315&plusmn;60,0.0,0.04,-0.04,0.0,0.0&plusmn;0.0,,,,,,2.0,,,1.0,&lt;2,,,,,,4.43,0.1,-0.1,0.0,4.43&plusmn;0.10,,,,,,0.87,0.04,-0.04,0.0,0.87&plusmn;0.04,,,,,,0.87,0.05,-0.05,0.0,0.87&plusmn;0.05,0,0,1,1,0,0,0,0,0,0,Published Confirmed,2,4,0,0,0,0,0,0,0,0,1,56.1485729,0.0556068,-0.0556068,56.1485729&plusmn;0.0556068,-16.5975,0.0975935,-0.0975935,-16.5975000&plusmn;0.0975935,-53.6394,0.0497619,-0.0497619,-53.6394000&plusmn;0.0497619,6.31369,0.051837,-0.051837,6.313690&plusmn;0.051837,157.682,1.309,-1.288,"<div><span class=supersubNumber"">157.682</span><span class=""superscript"">+1.309</span><span class=""subscript"">-1.288</span></div>""",13.267,0.007,-0.007,13.267&plusmn;0.007,12.304,0.092,-0.092,12.304&plusmn;0.092,10.404,0.024,-0.024,10.404&plusmn;0.024,9.993,0.025,-0.025,9.9930&plusmn;0.0250,9.821,0.019,-0.019
K2-274 b,b,K2-274 b,EPIC 212008766,EPIC 212008766.01,K2-274,,,TIC 195193560,Gaia DR2 664406705976755712,0,"5, 18",2.0,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,CONFIRMED,Livingston et al. 2018,2018-12,2018,Transit,Space,K2,Kepler CCD Array,0.95 m Kepler Telescope,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,129.2823699,08h37m07.77s,20.3992512,+20d23m57.30s,204.79384,32.01486,126.41796,1.78867,14.130184,0.002182,-0.00212,0.0,"<div><span class=supersubNumber"">14.130184</span> <span class=""superscript"">+0.002182</span><span class=""subscript"">-0.002120</span> </div>""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2457145.11998,0.005477,-0.005595,0.0,"<div><span class=supersubNumber"">2457145.11998</span> <span class=""superscript"">+0.005477</span><span class=""subscript"">-0.005595</span> </div>""",3.2304,0.18,-0.1488,0.0,"<div><span class=supersubNumber"">3.23040</span><span class=""superscript"">+0.18000</span><span class=""subscript"">-0.14880</span></div>""",10.986&plusmn;0.019,16.1444,0.0096596,-0.0096596,16.1444000&plusmn;0.0096596,15.7322,0.013508,-0.013508,15.732200&plusmn;0.013508,12.6884,0.0017052,-0.0017052,12.6884000&plusmn;0.0017052,13.8097,0.0094239,-0.0094239,13.8097000&plusmn;0.0094239,10.916,0.022,-0.022,10.916&plusmn;0.022,10.979,0.021,-0.021,10.979&plusmn;0.021,10.617,0.168,-0.168,10.617&plusmn;0.168,8.232,,,8.232,15.9492,0.0160511,-0.0160511,15.9492000&plusmn;0.0160511,12.8852,0.000295,-0.000295,12.885200&plusmn;0.000295,12.3198,0.0066,-0.0066,12.3198&plusmn;0.0066,0,BJD,,,12.802,,,12.802,,,,,,,,,,,-0.5934361613355708,0.7254926530891826,0.3485597979298834,-1542484808,,,,,,0.2,0.03,-0.01,0.0,"<div><span class=supersubNumber"">0.20</span> <span class=""superscript"">+0.03</span><span class=""subscript"">-0.01</span> </div>""",2.2,0.3,-0.1,0.0,"<div><span class=supersubNumber"">2.2</span> <span class=""superscript"">+0.3</span><span class=""subscript"">-0.1</span> </div>""",0.0272,0.0031,-0.0012,0.0,"<div><span class=supersubNumber"">0.0272</span> <span class=""superscript"">+0.0031</span><span class=""subscript"">-0.0012</span> </div>""",,,,,,,,,,,2017-12-14,2018-01,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,2017-12-14,0,,,,,0.5,0.32,-0.34,0.0,"<div><span class=supersubNumber"">0.50</span> <span class=""superscript"">+0.32</span><span class=""subscript"">-0.34</span> </div>""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.74,,,0.0,0.74,0,0,1,0,0,0,0,0,0,0,Published Candidate,1,1,0,0,0,0,0,0,0,0,0,30.4691288,0.0845317,-0.0845317,30.4691288&plusmn;0.0845317,-15.6625,0.12756,-0.12756,-15.66250&plusmn;0.12756,-26.1353,0.0621939,-0.0621939,-26.1353000&plusmn;0.0621939,4.35333,0.0899408,-0.0899408,4.3533300&plusmn;0.0899408,228.327,4.823,-4.631,"<div><span class=supersubNumber"">228.327</span><span class=""superscript"">+4.823</span><span class=""subscript"">-4.631</span></div>""",14.119,0.16,-0.16,14.119&plusmn;0.160,13.181,0.114,-0.114,13.181&plusmn;0.114,11.507,0.021,-0.021,11.507&plusmn;0.021,11.051,0.021,-0.021,11.051&plusmn;0.021,10.986,0.019,-0.019
